
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: mode: prune
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: model: resnet56
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: verbose: False
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: dataset: cifar10
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: batch_size: 128
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: total_epochs: 100
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: lr_decay_milestones: 60,80
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: lr_decay_gamma: 0.1
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: lr: 0.01
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: restore: cifar10_resnet56.pth
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: output_dir: run/cifar10/prune/cifar10-global-growing_reg-resnet56
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: method: growing_reg
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: speed_up: 2.11
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: max_sparsity: 1.0
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: soft_keeping_ratio: 0.0
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: reg: 0.0001
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: weight_decay: 0.0005
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: seed: None
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: global_pruning: True
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: sl_total_epochs: 100
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: sl_lr: 0.01
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: sl_lr_decay_milestones: 60,80
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: sl_reg_warmup: 0
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: sl_restore: None
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: iterative_steps: 400
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: logger: <Logger cifar10-global-growing_reg-resnet56 (DEBUG)>
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: device: cuda
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: num_classes: 10
[07/20 21:09:06] cifar10-global-growing_reg-resnet56 INFO: Loading model from cifar10_resnet56.pth
[07/20 21:09:09] cifar10-global-growing_reg-resnet56 INFO: Regularizing...
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: mode: prune
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: model: resnet56
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: verbose: False
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: dataset: cifar10
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: batch_size: 128
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: total_epochs: 100
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: lr_decay_milestones: 60,80
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: lr_decay_gamma: 0.1
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: lr: 0.01
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: restore: cifar10_resnet56.pth
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: output_dir: run/cifar10/prune/cifar10-global-growing_reg-resnet56
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: method: growing_reg
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: speed_up: 2.11
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: max_sparsity: 1.0
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: soft_keeping_ratio: 0.0
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: reg: 0.0001
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: weight_decay: 0.0005
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: seed: None
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: global_pruning: True
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: sl_total_epochs: 100
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: sl_lr: 0.01
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: sl_lr_decay_milestones: 60,80
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: sl_reg_warmup: 0
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: sl_restore: None
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: iterative_steps: 400
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: logger: <Logger cifar10-global-growing_reg-resnet56 (DEBUG)>
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: device: cuda
[07/20 21:10:13] cifar10-global-growing_reg-resnet56 INFO: num_classes: 10
[07/20 21:10:14] cifar10-global-growing_reg-resnet56 INFO: Loading model from cifar10_resnet56.pth
[07/20 21:10:17] cifar10-global-growing_reg-resnet56 INFO: Regularizing...
[07/20 21:10:53] cifar10-global-growing_reg-resnet56 INFO: Epoch 0/100, Acc=0.9010, Val Loss=0.3507, lr=0.0100
[07/20 21:11:29] cifar10-global-growing_reg-resnet56 INFO: Epoch 1/100, Acc=0.9039, Val Loss=0.3278, lr=0.0100
[07/20 21:12:04] cifar10-global-growing_reg-resnet56 INFO: Epoch 2/100, Acc=0.8999, Val Loss=0.3665, lr=0.0100
[07/20 21:12:40] cifar10-global-growing_reg-resnet56 INFO: Epoch 3/100, Acc=0.9076, Val Loss=0.3132, lr=0.0100
[07/20 21:13:16] cifar10-global-growing_reg-resnet56 INFO: Epoch 4/100, Acc=0.9113, Val Loss=0.3128, lr=0.0100
[07/20 21:13:51] cifar10-global-growing_reg-resnet56 INFO: Epoch 5/100, Acc=0.9133, Val Loss=0.3209, lr=0.0100
[07/20 21:14:27] cifar10-global-growing_reg-resnet56 INFO: Epoch 6/100, Acc=0.9123, Val Loss=0.3094, lr=0.0100
[07/20 21:15:03] cifar10-global-growing_reg-resnet56 INFO: Epoch 7/100, Acc=0.9141, Val Loss=0.3073, lr=0.0100
[07/20 21:15:39] cifar10-global-growing_reg-resnet56 INFO: Epoch 8/100, Acc=0.9118, Val Loss=0.3245, lr=0.0100
[07/20 21:16:15] cifar10-global-growing_reg-resnet56 INFO: Epoch 9/100, Acc=0.9162, Val Loss=0.3063, lr=0.0100
[07/20 21:16:51] cifar10-global-growing_reg-resnet56 INFO: Epoch 10/100, Acc=0.9062, Val Loss=0.3562, lr=0.0100
[07/20 21:17:26] cifar10-global-growing_reg-resnet56 INFO: Epoch 11/100, Acc=0.9039, Val Loss=0.3561, lr=0.0100
[07/20 21:18:02] cifar10-global-growing_reg-resnet56 INFO: Epoch 12/100, Acc=0.9044, Val Loss=0.3435, lr=0.0100
[07/20 21:18:37] cifar10-global-growing_reg-resnet56 INFO: Epoch 13/100, Acc=0.9089, Val Loss=0.3410, lr=0.0100
[07/20 21:19:13] cifar10-global-growing_reg-resnet56 INFO: Epoch 14/100, Acc=0.9157, Val Loss=0.3082, lr=0.0100
[07/20 21:19:49] cifar10-global-growing_reg-resnet56 INFO: Epoch 15/100, Acc=0.9140, Val Loss=0.3172, lr=0.0100
[07/20 21:20:24] cifar10-global-growing_reg-resnet56 INFO: Epoch 16/100, Acc=0.9170, Val Loss=0.3085, lr=0.0100
[07/20 21:21:00] cifar10-global-growing_reg-resnet56 INFO: Epoch 17/100, Acc=0.9102, Val Loss=0.3544, lr=0.0100
[07/20 21:21:35] cifar10-global-growing_reg-resnet56 INFO: Epoch 18/100, Acc=0.9189, Val Loss=0.3087, lr=0.0100
[07/20 21:22:11] cifar10-global-growing_reg-resnet56 INFO: Epoch 19/100, Acc=0.9144, Val Loss=0.3258, lr=0.0100
[07/20 21:22:46] cifar10-global-growing_reg-resnet56 INFO: Epoch 20/100, Acc=0.9185, Val Loss=0.3099, lr=0.0100
[07/20 21:23:21] cifar10-global-growing_reg-resnet56 INFO: Epoch 21/100, Acc=0.9083, Val Loss=0.3292, lr=0.0100
[07/20 21:23:57] cifar10-global-growing_reg-resnet56 INFO: Epoch 22/100, Acc=0.9199, Val Loss=0.3005, lr=0.0100
[07/20 21:24:33] cifar10-global-growing_reg-resnet56 INFO: Epoch 23/100, Acc=0.9140, Val Loss=0.2940, lr=0.0100
[07/20 21:25:09] cifar10-global-growing_reg-resnet56 INFO: Epoch 24/100, Acc=0.9101, Val Loss=0.3384, lr=0.0100
[07/20 21:25:45] cifar10-global-growing_reg-resnet56 INFO: Epoch 25/100, Acc=0.9116, Val Loss=0.3313, lr=0.0100
[07/20 21:26:20] cifar10-global-growing_reg-resnet56 INFO: Epoch 26/100, Acc=0.9072, Val Loss=0.3519, lr=0.0100
[07/20 21:26:55] cifar10-global-growing_reg-resnet56 INFO: Epoch 27/100, Acc=0.9132, Val Loss=0.3279, lr=0.0100
[07/20 21:27:31] cifar10-global-growing_reg-resnet56 INFO: Epoch 28/100, Acc=0.9197, Val Loss=0.2922, lr=0.0100
[07/20 21:28:07] cifar10-global-growing_reg-resnet56 INFO: Epoch 29/100, Acc=0.9116, Val Loss=0.3354, lr=0.0100
[07/20 21:28:42] cifar10-global-growing_reg-resnet56 INFO: Epoch 30/100, Acc=0.9092, Val Loss=0.3516, lr=0.0100
[07/20 21:29:18] cifar10-global-growing_reg-resnet56 INFO: Epoch 31/100, Acc=0.9103, Val Loss=0.3241, lr=0.0100
[07/20 21:29:54] cifar10-global-growing_reg-resnet56 INFO: Epoch 32/100, Acc=0.8996, Val Loss=0.3969, lr=0.0100
[07/20 21:30:29] cifar10-global-growing_reg-resnet56 INFO: Epoch 33/100, Acc=0.9136, Val Loss=0.3408, lr=0.0100
[07/20 21:31:05] cifar10-global-growing_reg-resnet56 INFO: Epoch 34/100, Acc=0.9086, Val Loss=0.3312, lr=0.0100
[07/20 21:31:41] cifar10-global-growing_reg-resnet56 INFO: Epoch 35/100, Acc=0.9108, Val Loss=0.3159, lr=0.0100
[07/20 21:32:17] cifar10-global-growing_reg-resnet56 INFO: Epoch 36/100, Acc=0.9078, Val Loss=0.3389, lr=0.0100
[07/20 21:32:52] cifar10-global-growing_reg-resnet56 INFO: Epoch 37/100, Acc=0.9117, Val Loss=0.3345, lr=0.0100
[07/20 21:33:28] cifar10-global-growing_reg-resnet56 INFO: Epoch 38/100, Acc=0.9099, Val Loss=0.3437, lr=0.0100
[07/20 21:34:03] cifar10-global-growing_reg-resnet56 INFO: Epoch 39/100, Acc=0.9146, Val Loss=0.3077, lr=0.0100
